,Users,Review_title,Review_date,Review_content,Rating
462,zarisarrafat," It's a game changer of Indian cinema
","<span class=""review-date"">7 June 2022</span>","
Kamal's performance really awestruck me. Lokesh has combined well the talent and gave his best. Nothing i could say.. i am on repeat mode watching the interval fight scene. Damn.

                    1 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",10
463,amrerox," A true fan boy sambavam!
","<span class=""review-date"">4 June 2022</span>","
Watching kamal sir after 4 years in big screen is a special treat for all cinema lovers. Movie is very well directed by Lokesh. Cast and crew has shared the screen space equally and hats off to the director for making it happen. Definitely a treat for Kamal, Vijay sethupathi, Fahadh and Anirudh fans. This movie has a lot of twist and turns. I do not want to break it here. Watch it in big screen. Lokesh has proved he is a true fan boy of kamal haasan.

                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",10
464,himanshusinghtaj," Movie by Kamal sir GREAT COMEBACK!!!
","<span class=""review-date"">4 June 2022</span>","
Movie is great in action & storyline,grear camera angles i don't think I have seen these kinda angles before. Actors'acting is on another level. There will be a sequel of the movie because the way movie is ended we can say that there will be a sequel with some hints are left there, it took almost 20mins(for me) to understand the plot. Well there is no nudity,sex scenes but some curses are there but in my show they were muted idk which ones are there. Overall a great movie bit lengthy anyone above 16 can watch it.
",10
465,krishnakumar-11499," Action packed entertainer
","<span class=""review-date"">18 June 2022</span>","
Well directed film... One of the most entertaining film this year... Kamal, Fahad, VJS and everyone in this film did their job very well... Lokiii and his cameraman... Don't forget to note the camera work.... Interval fight scene is awesome...

                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",9
466,ramramvarthan," VIKRAM 2022
","<span class=""review-date"">20 July 2022</span>","
There should be more films like this, many actors, heroes should be acting together....this is what mass movie is...not thinking that we should make it like Hollywood...Hollywood should look at us and make a film...such a film is Mr. VIKRAM.... It would be even better if the directors wrote the story in a combined style like this and made the film.... Congratulations to all the actors, actresses, directors and technicians who acted for such a good film....

                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",10
467,teebamalar," MASTERPIECE!!!
","<span class=""review-date"">4 June 2022</span>","
The best combination of actors, its a ghost acting by Kamal Hassan,Fahadh Faasil, Vijay Sethupathi, Kalidas,Santhana Bharathi and Surya. Everyone justice their role so perfectly. NEVER,seen such a mind-blowing action movie with wonderfully message for society. This movie was taken not only for the audience to enjoy and praise their acting but it also been taken to convey a strong message about drug free life. Also Kamal sir have never fail to impress the audience with his acting. Love you Kamal Sir.

                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",10
468,pratyushadegapudi," A Masterpiece!!!!
","<span class=""review-date"">14 July 2022</span>","
The movie is a treat visually. The BGM has elevated every scene in the movie. I don't remember what was the last movie that gave me so much thrill. All the lead actors are beyond amazing. The music is so addictive. Overall this movie is a masterpiece.

                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",10
469,ashrockskumar," Decent action flick
","<span class=""review-date"">4 June 2022</span>","
One time watchable . First half ok ,second half good . Good cinematic experience,good acting ,dop is great ,action is good, songs are great , some scenes are boring in first half ,Kamal Hassan did a great job.

                    1 out of 5 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",6
470,sahilayushraj," Super cool and entertaining 🤠 super
","<span class=""review-date"">5 June 2022</span>","
Super cool and entertaining 🤠 super.super cool and entertaining 🤠 super. Super cool and entertaining 🤠 super.super Super cool and entertaining 🤠 super.super
Super cool and entertaining 🤠 super. Super cool and entertaining 🤠 super. I really love this movie. And wait for next part 😘😘😘

                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",10
471,ssamntray," Bssttt movie
","<span class=""review-date"">10 June 2022</span>","
The best suspension thriller movie.and Surya looks was great.kamal sir acting and Vijaya sir acting was great.good movie after kgf 2.movie bollwod ka to band Baja denge ae south India wala.
",10
472,ratandeepak," Mind Blowing
","<span class=""review-date"">12 August 2022</span>","
The screenplay of this movie and the interconnection of the each scene with its story line it so perfect that it keeps you engrossed, action sequences and BGM is wonderful. Superbly acted by every member of the cast. You won't see such movies often.

                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",10
473,sendeblina," Just Mind-blowing
","<span class=""review-date"">6 September 2022</span>","
Amar, the head of a black-ops team, is summoned by Police Chief Jose to bring justice to a group of masked vigilantes, who have killed few police officers including ACP Prabhanjan and his adopted father, Karnan. Amar leads the investigation by digging into Karnan's life, whose murder seems out of place, as Karnan was a common man and the other two were higher officials in the Narcotics division. He learns about Karnan's past as a drunkard, drug addict, and womaniser, but is very close to his adopted infant grandson. But Amar was in dilemma and he didn't understand Karan's charector properly. While investigating, Amar learns about the missing containers needed by Sandhanam who is a drug maker and supplier. Can Amar solve the case ? Identify the masked vigilantes?I don't want to give any spoilers.But if you have not watched it,go and watched , it's available in Hotstar.For me best of 2022 .Perfect cast , dialogue delivery, proper expression 🔥.Kamal Sir,Fahad just nailed it but never seen Vijay Sir in a gray shades,he was a hidden surprise for me.Satisfied just.I hope Bollywood don't make a remake of this.
",9
474,kishorekumar-46408," Mass movie
","<span class=""review-date"">19 July 2022</span>","
I am bit surprised why makers of Vikram didn't promoted their film in HINDI.... Film got very less shows in Hindi belt, it should have been much much more.... I saw the film last night and honestly its a SPECTACULAR film.

                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",10
475,kalwanisuhaan," Mass Action done right !
","<span class=""review-date"">17 July 2022</span>","
The Loki Universe is back with another classic mass buster known as Vikram. The movie is classic and never lets the screen play and the flow down. Keeps you on the edge of your seat till the end. The best part of the movie is it gives time for the story to setup and it provides good character development which lacks in most of the mass movies now a days. The music in the movie is perfect Anirudh has killed it as always. Talking about acting from Kamal Hassan to Fahadh Faasil everyone has played their role perfectly and not forgetting Vijay Sethupati amazed us with his villain acting as always and gives perfect badass vibes. The movie setups the cinematic universe perfectly and gives us hints about upcoming oprtunities and not to forget about ROLEX BHAI aka Suriya his cameo amazed in the ending and assured me that the upcoming projects by Lokesh Kanagaraj going to be fire.

                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",9
476,vmahekar," After long time Kamal Hasan came with all time blockbuster
","<span class=""review-date"">4 June 2022</span>","
Movies direction is best ,The best acting trio kamal H,vijay setupati ,f.faisal,and short but the best villain roll at the end Surya is quite impressive. At the last Vikram become highest grossing movie.

                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",9
477,sthil-98657," Top notch
","<span class=""review-date"">6 June 2022</span>","
I was compelled by my Indian friend, while my expectations were high as it was recommended, I did not know India made movies like this. Now, I did not know how big these actors are and yet they leave a mark. Go see it, but read about Kamal Hassan before you do..

                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",9
478,kuppuv," Now it was time for Tamil Cinema to rock
","<span class=""review-date"">9 July 2022</span>","
Kamal sir you were superb.Vijay sethupathi this guy amazed me every time.Sala maza hi aa gya tha.I am waiting for PS_1I hope bollywood never improves. South Cinema rocks.Rolex Rolex Rolex. Surya bro kya kar dia ye bro. We have to wait for you.

                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",10
479,viratchavann," Best Movie🎥
","<span class=""review-date"">13 July 2022</span>","
FaFa & Vijay Sethupathi were Awesome as Always🔥
Kamal Sir was too good 😎
Suriya as 'Rolex' was Outstanding & Best Cameo Ever Saw ✨
This is beginning of LCU definitely.Highly recommended movie 👍

                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",10
480,sujithmukesh," Namba AANDAVAR 👑 ,Vera level 💯🔥🔥🔥 Vikrammmmm🔥🔥🔥#kamalhassan #suriya #lokeshkanagaraj
","<span class=""review-date"">18 June 2022</span>","
The Name says it all ,the one and only ""Kamal hassan"" Sir. Then, Now and Forever 💯. First , thank you lokesh Anna for such a big treat to all of us , and yourself being a fanboy you made it. Second, our God, Ulaga nayagan Kamal hassan sir , after 4 long years thank you for giving such a great show 💚 . Third, Vjs anna and fafa killed it. Forth, what's more better than anirudh's music, bgms vera level. Last but not the least ""Suriya"" Anna 🔥🔥🔥 never expected such a mind blowing acting,vera lvl. Thank you so much for such marvellous show ..
.One big request #lokeshkanagaraj Anna, as a fanboy please make one more movie kamal hassan sir and suriya Anna in Thevar magan 2 🤞🤞💯. Nandri Vanakam 🙏

                    1 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",10
481,vsrtraveller," What a MOVIE !
","<span class=""review-date"">26 July 2022</span>","
By watching movie I just thought only one thing WHAT A COMEBACK BY KAMAL HASSAN SIR...its really great..the cinematography,bgm,uses of texture and colour are really done nicely.Lokesh kanganraj nailed it...just the new name adding among
BEST DIRECTORS OF INDIA..And that last post credit is Fabulous at that time the cinema hall was gone mad....

                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",9
482,imran-79746," BEST TAMIL MOVIE OF THE DECADE
","<span class=""review-date"">22 June 2022</span>","
Vikram is celebration of actor kamal Haasans return to cinema after 4 years break. Kamal has proved that age is just a number. He is rockstar @67 and world class actor.The star cast fahadh faasil, vijay sethupathi and surya has done amazing acting complementing kamal haasan. The director lokesh has proved that he is gonna stay for long and bring quality movies in indian cinema.Music by Anirudh is the soul of the movie. He has given the best BGM so far in his career.Action by duo Anbariv is superb and theyre the best stunt directors in indian cinema now.Overall the story, screenplay, direction, music, cinematography, action , acting are top notch.Good to see people are coming with family and enjoying the best movie experience.Its a industry hit and everyone is happy from producers, distributors, exhibitors and fans.Looking forward to watch next sequel ....kamal haasan and surya clash...its gonna break all time records in indian cinema.Those who havent watched in Big screen will regret after watching in OTT.Dont miss the opportunity. Go for it guys.
",10
483,parijaat-80068," Waah! What a movie!!
","<span class=""review-date"">7 October 2022</span>","
This is the kind of movie which I enjoy. This movie is not like the typical masala movie where the lead is everything and doesn't focuses on the lead, Vikram! Every characters have equal screen presence and all are important which will brainstorm one to think what might happen next?! Awsome BGM, great screenplay and two three scenes runs parallally creating equal amount of suspense and emotions, the emotions were touchy, the action scenes - which are not exaggerated like a superhero fight and mostly the the climax and the villain Rolex!!! It made watch two more films i.e Vikram 1986 and Kaithi of lokiverse and those were equally outstanding as Vikram Hitlist. Please do watch it!

                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",10
484,tanishandstanny," ROLEX FAN
","<span class=""review-date"">15 August 2023</span>","
Amazing movie love this from kamal hassan sir also like BGM of this movie and villain is also good, amar character is also good, surya is the main reason i watch this movie twice. Amazing movie love this from kamal hassan sir also like BGM of this movie and villain is also good, amar character is also good, surya is the main reason i watch this movie twice. Amazing movie love this from kamal hassan sir also like BGM of this movie and villain is also good, amar character is also good, surya is the main reason i watch this movie twice. Amazing movie love this from kamal hassan sir also like BGM of this movie and villain is also good, amar character is also good, surya is the main reason i watch this movie twice.

                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",10
485,rifayaribayathulla," Mass Mass Mass
","<span class=""review-date"">23 June 2022</span>","
Complete Pack of crime thriller , must watch in cinema to get the real experience of BGM ,
One of the best movie in Kollywood.Waiting for VIKRAM-III.

                    1 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",10
486,aniketjamdar-60025," LCU UNIVESRE IS SURELY GOING TO ROCK
","<span class=""review-date"">11 July 2023</span>","
Vikram was a pure labor of passion and a 100% directorial venture of Lokesh so far in his filmography. I loved ""Kaithi"" movie but when I compare it with Vikram the daughter sentiment portion that Kaithi had was taking a bit more space or like mellowing down the screen play where as in Vikram we see a husband trying to save his wife , a grand father trying to save his grand son, drug lord trying to save his empire but these where handled with a subtle note such a way it didn't spoil the thriller that was unfolding in front of us. Some brilliant screen play out here.There were moments in the film which audience were so invested and engrossed clapping their ways as the story unfolds.Every Technical aspect fell in place perfectly for this movie. There wasn't anything that was underwhelming for me throughout the crazy ride.For me I found this movie thoroughly engaging start to finish with the stellar cast including three mammoths of south cinematic talents whose craft speaks for itself.Ok Surya was supposed to be a surprise but boom as the spoilers went out in advance before the movie got released his character appearing wasn't having that wow factor but nevertheless he gives us a promising glimpse of the next season.Can't wait for the next instalment to see what's there in Lokesh's vision.
",10
487,ssundar-12081," Must watch action entertainer
","<span class=""review-date"">23 June 2022</span>","
Full of suspense in the first half & full of non stop action in the second half. Keeps the audience fully engaged & entertained even if the movie length is over 2:45 hr. Definitely brings back the audience to cinema halls.

                    1 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",10
488,discoverag," My Ulaganaayagan!
","<span class=""review-date"">4 June 2022</span>","
It will definitely be one of the most unforgettable movies in history down the road. Kamal's acting stands tall among the others. Fahad has done an excellent job.

                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",10
489,r-jahidur," Full entertainment
","<span class=""review-date"">13 July 2022</span>","
Review is not a cup of my tea. However, I couldn't but writing this review. The first thing of this movie I like is its BGM. Aniruddha did an amazing job. Character development is okay. Cinematography is top notch. Although many audiences do not like action sequence of south movies as movies defy logic, i do not have problem with that. However, this movies action choreography is up to the mark. Hand to hand fight is good. The most important thing, story, is good and screenplay supports the story. In a word, this movie is complete package.

                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",9
490,sridboss2010," Vikram 🔥🔥🔥🔥🔥
","<span class=""review-date"">10 June 2022</span>","
Lokesh kanagaraj what a man, vera level directorEna sollrathu enna pesrathu ore goosebumps KAMAL sir Scene. Every character roles equally distributed vera level performance.... Not just aandavar.BGM blood boiling... anirudh 🔥🔥
Screenplay perfection vera level
Loki proved his talent once again
Kaithi movie link tharamanathuHaters gonna hate, 8 ku kammi potta rating potunvanga 2 to 3 times pakanum to understand knowledge of this movie screenplay and everything.U need some extraordinary vision to understand character perception.9 to 10I myself vote 10Zero negativity in this movieTamil industry world standard best movie ever in Tamil cinemaKamal SIR ( AANDAVAR ) , Fahad, Surya & karthi Bijoy Tina that ( anbe sivam guy ) VIKRAM BLACK SQUAD TEAM.GHOST IS BACKWaiting for Vikram 2, Surya mass entry.
",10
491,grewal_unleashed," OVERHYPED but totally Worth your time.
","<span class=""review-date"">23 September 2022</span>","
Vikram is something which is driven by sheer individual excellence of Kamal Vijay and Mr Faasil.Faasil outshines in this movie , carrying the whole movie on his shoulder 1st Half. Vijay was given a raw look and his physical experience and character was his strong skill not much to do with acting though.For Kamal fans it was a feast. Gripping movie that binds you till the end. A bit overstretched, FAHAADH is the show stealer. We have definitely seen better action thrillers in Hollywood. This movie is certainly not the zenith but definitely a must watch.The supporting cast surprises and some of the action sequences are LIT.Good Screenplay !
",8
492,awantha_93," Review from a non-Indian
","<span class=""review-date"">9 June 2022</span>","
I have always had a soft spot for Indian movies. At their best they produce stylistic entertainment while taking some artistic liberties to cater to their target audience. Vikram is Indian cinema at its best.Vikram manages to keep the perfect blend of style and substance most the time. The first half of the movie runs as an investigative thriller building up the story while building up Kamal Haasan's character. Fahadh Faasil does a really good job alongside Vijay Sethupathi compensating for Kamal Haasan's lack of presence in the first half. The first half ends on a really high note even though the big twist is predictable.The second half goes all in on the action and thrills, constantly raising the stakes while managing a grounded and emotional angle. Kamal Haasan really shines in the second half except in the action sequences. Lokesh Kanagaraj does the impossible by managing the heroism of a star actor and making the audience feel that things are still at stake. However, in my opinion, some parts of the third act of the movie could have been written better.Vikram is a fantastic movie. Despite some minor issues the movie can be enjoyed by any type of movie fans. Hat's off to Lokesh and Kamal Haasan. Waiting for the ""Lokeshverse"" to expand.
",9
493,sarathsmvm," Excellent thriller movie
","<span class=""review-date"">9 July 2022</span>","
Agent Vikram kaithi master = Vikram movie.Kamal Haasan's 1986 film Vikram Kamal Haasan reprises his role as a spy named Vikram from the first movie that came out in 1986. Lokesh Kanakgaraj first movie Kaithi' 2019 and Lokesh Kanagaraj Second movie master are connected with Vikram movie.

                    1 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",8
494,rajat_parihar," Stale vegitable
","<span class=""review-date"">31 July 2022</span>","
After watching Vallimai, once again the same drug movie, why soWhy make a movie on the same subject again and again, fry the stale vegetable again and serve it the next morning
The story of Pushpa movie too, only chandan has been used instead of drugs, everything else is the same.Have you ever seen in hollywood that 2-3 movies are made together on the same subject.

                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",6
495,kafeelforyou," Extreme and out of scope
","<span class=""review-date"">12 July 2022</span>","
I'm a fan of LK. All his other movies from managaram to master seemed authentic as most of the scenes from those movies were relatable to our everyday life, such as town bus journey in traffic, TASMAC bar fight, cab driver mentality, kaithi karthi's narration and dialogue delivery we're all relatable to common man's life. But Vikram is kinda extreme and out of scope and seems like LK deliberately wanted to showcase his passion towards guns, Kamal, etc and nothing in the movie seems realistic to my belief. The only good part is cast and their acting, music and BGM.

                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",6
496,princeamirthasamy," LKU Movie no one can touch it
","<span class=""review-date"">26 June 2022</span>","
Excellent.. Brilliant and Awesome. No other words. Such brilliant director to our kollywood cinema.. Chumma verramaari movie. All actors and technicians are brilliant and execution is awesome. Waiting for next parts and sequels as well...

                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",10
497,sorubasona," ADIPOLI!!! BEST MOVIE EVER!!!
","<span class=""review-date"">12 June 2022</span>","
I knew that the movie was going to be good ..but oh boy ..i really didn't expect it to be so freaking good. Direction , Editing , Action , Music,Acting & plus on top of that a banger STORY everything was on point !!!...The way lokesh has weaved and created this kaithi-vikram universe without even spoiling 1 sec of the movie is just amazing....

                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",10
498,shantanuduttabharadwaj," Awesome Kamal
","<span class=""review-date"">9 July 2022</span>","
Story, Acting, Music, editing, cinematography top notch. Hat's off to Kamal Hassan's energy. One of the gems from Kamal Hassan. And yes cannot forget Fahadh's role.Awesome.

                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",10
499,saifwaqar," How to unwatch a movie?
","<span class=""review-date"">17 January 2023</span>","
Beginning to doubt the credibility of IMDB ratings.Please bring the rating down to avoid deaths by exploding brain and eyes after watching this.Worst 3 hours of my life.Feels like watching a 3 hour trailer hoping that the movie will start.There is practically no story in this movie. Just random action and non sensible plot. Suddenly house caretaker lady starts fighting 10 young villains.I am surprised that even critics have given mediocre ratings to this. Maybe they respect Kamal Hassan a lot.Please don't spoil this websites credibility by maintaining high raing for such horrible torturous movies.
",2
500,harishsanthanam," Bonkers of a film!
","<span class=""review-date"">8 June 2022</span>","
Vikram is the much needed intervention amongst the recent trend of big names and duds that have ruled the roost in kollywood. Finally, we have a film that reversed the trend and sets records straight. Just go have a blast!

                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",8
501,skbaalajiseelan," Combo of class & mass
","<span class=""review-date"">9 June 2022</span>","
Wow what.a screenplay, 2 many stars but never felt overloaded, everyone did well , flawless,
Technically sound. One the best action movie.Worth watching it again.Cheers to the team.

                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",9
502,gajjarmanish," 20/10 yes twenty Star out of 10.
","<span class=""review-date"">12 June 2022</span>","
Treat to watch,
Pure entertainment,
Cult classic,
Perform awesome,
Story amazing,
Suspense next level,
Action treat to watch,
Emotion tears apart.Comedy A 1.Don't miss even single second.

                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",10
503,zenithsmithqe," Brilliant show🔥
","<span class=""review-date"">7 July 2022</span>","
It's an another example of how great South-Indian movie is turning into. I was surprised the way it was linked to #kaithi (another fabulous movie by Lokesh). The vision of the movie, the plot, the cast, the direction, the links, the BGM, the twists, the emotion, the acting.... Every bit... i mean every bit of the movie is just for us audience to enjoy....
I feel bad for #bollywood guys... because they lack this creativity... if such creative team was present in Bollywood at present, Hollywood would be behind Bollywood for sure.Nevertheless, Regional Indian films are matching up and I just wish they keep us entertain with such a precious gem.#Rolex .... I'm eagerly waiting you on big screen🔥🔥🔥

                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",10
504,goodfriendsms," Fabulous movie
","<span class=""review-date"">5 June 2022</span>","
A rollercoaster ride.A fan boy movie for an legendary actor and all the supporting roles have carried the movie to the very next level.A fulfill packaged movie and for the actio lovers, it's an epitome.

                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",10
505,nsafetyprakash," Fantastic
","<span class=""review-date"">31 July 2022</span>","
Excellent film.Watched many times...Kamal done the best with Logesh kanagaraj..Not boring..BGM awesome. Awesome Rolex character done by surya. Waiting to watch Next part....😍😍😍

                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",10
506,karimalmanoharpatil," A Treat to Action-Crime Lovers... and there's more to come!
","<span class=""review-date"">3 June 2022</span>","
Firstly, I am trying to be Spoiler less but pardon me if I Spoil something!Lokesh Kanagaraj Delivers yet another masterpiece after Kaithi (Master was hit & miss case) The way he has brought together all the characters and linked this film with Vikram (1986) and Kaithi (2019) is just awesome. Coming at the the performances all the characters were at their best, especially Kamal sir, Sethu Annan and Fahad Faasil. The cameo of Suriya is mind-blowing that smile he gives just takes you elsewhere. Story wise it's really good and a must watch to all those that like Action Thrillers! Music is spot on yet again Anirudh delivers Mass music that and this time it gets the justice unlike his last few films where Music was way better than the sequences. Finally, the film doesn't bore you even for a second and there are some really good elevation scenes, comedy scenes (yes they are here and are well placed) plus emotions. All-in-all, it's A Festival for all the fans of Kamal Sir and Action-Crime lovers!By the way, you shouldn't approach this film as a standalone film, if you think so then you are mistaken and might find this film to be average! Plus, if you have watched Kaithi before itself you will get the references but if you haven't go watch it first because that is a must (atleast that's what I feel) , The ending of the film is so special The Lokesh Kangaraj Crime & Mafia Cinematic Universe is on!
",10
507,mhdraafi," The finest finisher .
","<span class=""review-date"">19 August 2022</span>","
The highly anticipated movie of kamal Hassan, vijay sethupathi, fahadh fasil was a huge thriller packed with suspense and goosebumps. These elevated in suriya as rolex. As karthi is also a part of it this will be full finisher too.Special thanks to darshan and jaffer sir for his performance in pablo song.

                    1 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",9
508,mannyfer12345," The best Indian film I've seen this year and all my life!
","<span class=""review-date"">5 June 2022</span>","
I can't exactly tell you how I feel before and after seeing this film. I'm just wowed and impressed for what Lokesh has done. The storyline, action, music, cinematography and the lot were top notch.This is also my first time seeing Kamal Haasan, Vijay Sethupathi, Suriya and Fahadh Faasil on the big screen and I enjoyed all their performances to this film.The only negative feedback I have is that it lagged a few times but not too many times. Every shot is worthy to see.I saw this film in the UK and the auditorium was full (3rd day of release) and it was an amazing experience to see everyone enjoying to see their favourite actors on screen. Especially when Suriya appeared for a few minutes, people were cheering loud. This also happened with the other actors as well.The other Indian film I've seen in cinema was ""Beast"" starring Thalapathy Vijay. Comparing these two films I've seen, Vikram wins obviously. Not saying I didn't enjoy watching Beast but it was a experimental type of film when compared to Vikram which had everything you ever need in a film and beyond.That is why this is the best Indian film I've seen this year and all my life!
",9
509,chanpura," Super triller movie 2022
","<span class=""review-date"">21 August 2022</span>","
Second space in my life is a good day ahead and do it for you to be a good day ahead and do it for you to be a good day ahead and do it for you to be a good day ahead.
",10
510,deebanrajramsamy," Good comeback from tamil industry
","<span class=""review-date"">21 August 2022</span>","
Really a awesome movie ever in tamil industry. It goes like universal movie and Lokesh thinking is awesome. Like more movies need to give to stand the tamil industry.

                    1 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",10
511,indurisuresh," Super Movie
","<span class=""review-date"">22 July 2022</span>","
Excellent acting by Kamal and Damn music 🎵 by Anirudh.Lokesh did magic on screen with multiverse concept.Surya acting was top noch.Finally story was good.. worth watch.

                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",10
512,sangeeth-46195," AmaZing
","<span class=""review-date"">6 June 2022</span>","
Just Amazing, Just have to watch . You have to go and watch the film. Its Lokesh Kanagaraj best film and Anirudh done amazing scores. It's a sequel from 2019 Kaithi, every character was detailed properly.

                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",10
513,onlinearchitecturalservices," BGM AND VIJAY SETUPATHI
","<span class=""review-date"">22 July 2022</span>","
BGM IS AWESOME AND VIJAY ITS WAS BECAME MY FAVOURITE HIS ACTING UST BLEW ME. My personal favorite thing was Vijay sethupati's entry and the cute mature love story between fahad and his wife in the movie..and one loo bomb scene...i was like whattt theeee helll and booom superb scenes...Kamal Hassan holds the script so tight well packed bgm is also good. Direction is class as well.

                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",10
514,mkmuhib," Superb movie
","<span class=""review-date"">16 August 2022</span>","
Overall movie is 9 out of 10 but the ending is 100 out of 10...... Watch it..its worth your time. The bigger your enemy is the bigger hero you become... Its a full on spy movie who fighting against drag dealers....villains actually make this movie great.

                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",10
515,jaishnavikm," This.This is what will change the course of Indian movies
","<span class=""review-date"">5 June 2022</span>","
Vikram is everything a movie is supposed to be - direction, screenplay,stellar perfect casting and heart thumping BGM with story, twist ,turn and emotions.I enjoyed RRR, Bahubali and Pushpa immensely but Ishu vera level movie. The world needs to watch this.

                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",10
516,sendhilinfo," Top-notch movie
","<span class=""review-date"">18 June 2022</span>","
All the actors performed well in this performance of Kamal sir , Vijaysethupathi and Fahad fazil is next level. Screenplay and background score is outstanding. All the best to the team.

                    1 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",10
517,dineshjack-13745," World class! I loved it.
","<span class=""review-date"">4 June 2022</span>","
Kamal let Lokesh to play around in his style which is the real success of this movie. Everyone played a good role on the screen. I loved it! Let more such movies come on director's way. What would have been the result of Master movie if it would have been in a complete Loki's style!!

                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",10
518,naveentherock," Feast for fanboys
","<span class=""review-date"">6 August 2022</span>","
As young and rookie director Lokesh once again proved his talent
Every artist in this movie showed their potential
And surya only with 3min screen time he made audience go crazy and proved he's no lower.
",10
519,bprabhu-19864," Vikkkraammm🔥
","<span class=""review-date"">5 June 2022</span>","
Extraordinary making, perfect cast choice and top notch performances from everyone. BGM is addicting!!!! Edge of the seat for 2 hours, would you believe? The interval block is guaranteed goosebumps. There was a Q after KGF2 whether any better film to make such impact? Here's the answer! Great work by Lokesh and Team. The Eagle is Coming 🔥

                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

",10
