,Users,Review_date,Review_content,Rating
958,Magesh Natrajan,a year ago,This movie is completely out of sync with reality it's more a science fiction not expected from a great person like Kamal Hassan. So much of violence that I had to detoxify myself.," Rated 1.0 out of 5, "
959,Bhanu Theja,a year ago,Best screenplay and editing I have seen in recent years. Flawless Direction and the best part is acting.," Rated 5.0 out of 5, "
960,Muthukumar NaTarajan,a year ago,"Marvellous movie with unexpected twists.
Best theatre experience
Goosebumps movie😍🤩🤩🤩


Great kudos to Lokesh Kanakaraj.
Waiting for #thalapathy67"," Rated 5.0 out of 5, "
961,Tiriveedhi Vinitha,a year ago,Rolex Sri Vijay sethpathi  Kamal hassan Anirudh International Directed by Lokesh kanagaraj fahadh faasil acting like u all Vikram movie 🎦 super hit movie most important person Delhi and Rolex Sri," Rated 5.0 out of 5, "
962,PRASANNA MANI,a year ago,New joner of tamil cinema vikram on 🔥🔥🔥🔥real fan boy sambavam vjs and fagarh fazil also excellent action vera level movie andavar always andavar than 😘😘😘," Rated 5.0 out of 5, "
963,Shad Siddiqui,5 months ago,"I just can't believe my eyes what a masterpiece have I saw. Kamal Hasan 11/10, Vijay Sethupati 11/10 and Fahadh Faasil 10/10."," Rated 5.0 out of 5, "
964,Rebel Klub,a year ago,Worth every second of your time. Just book the tickets and experience this dark high octane action world! 🔥," Rated 5.0 out of 5, "
965,md Anas,7 months ago,"It's a New experience 🤩 Storyline, Fight, Videography All Excellent 👌💯🔥 .
A Must watch movie for everyone"," Rated 4.0 out of 5, "
966,PUNEET Kathpal,a year ago,"Awesome movie  Kamal sir rocks and welcome Surya  will be eagerly waiting for part 2
#badimaa  #badebaap  ki wapsi  in the movie"," Rated 5.0 out of 5, "
967,Vaishak Viju,a year ago,Super Movie Ever. Please Don't Miss to Watch This Movie in Theatre. Nothing any Boring Scene. All are in fire🔥🔥. This is Lokesh Universe.," Rated 5.0 out of 5, "
968,Jeetendra Dubey,a year ago,"Kamal Hasan sir nailed it !
Nice story line , 
Amazing action, and Anirudha BGM 
A little bit long movie ,"," Rated 5.0 out of 5, "
969,yash buddhe,a year ago,Awesome movie 🎥🎥 one of the best waiting for suriye in 2nd part last part was good  keep it up Malayalam movies ☺️☺️👍," Rated 5.0 out of 5, "
970,BABY MANIKANTAN,a year ago,"Fantastic Movie with super action, fight and suspense.

Can watch with family also.

Kamal action is fantastic and super."," Rated 5.0 out of 5, "
971,Ramachandra Desai,a year ago,"Not an Kamal level of movie..slow rendering of story ,failed to use characters in better way,only guns and runs,feel like saw it some where before ,not an exciting movie ,lokesh failed in screenplay would have done much better ,as he did kathi."," Rated 3.0 out of 5, "
972,tamil socialcare,a year ago,"Kamal & Logesh spoiling tamil youngester by showing unwanted things and character. It is purely 18+ and awareness but it reached out to wrongly.

Be responsible to the society..dont empasize the bad things."," Rated 1.0 out of 5, "
973,RAMAKANTA SAHOO,a year ago,"One of the finest actor Mr Kamaal Hassan, kindly go and watch the movie, it's so much entertaining with full suspense and thriller, action."," Rated 5.0 out of 5, "
974,pavan kumar,a year ago,"Ultimate and more than KGF2. One and only one Universal Actor, Followed by VJS and Fahad. Last but not the least entry cameo Surya beyond imagination."," Rated 5.0 out of 5, "
975,Ha Ha,a year ago,It is a brilliant come back by Aandavar. He acted his age but still gives the younger performers a run for their money.," Rated 5.0 out of 5, "
976,RAM CREATIONS,a year ago,Movie was amazing eye fest Surya sir entrens was amazing anirudh music Was exlent lokes sir hats of your screen play sir anarbav sir ur stunts also super," Rated 5.0 out of 5, "
977,Arun Subramanian,a year ago,"Background score audio and character introductions sound effect lived more than the worth of the movie. Though its meant for mass-class movie, it lacks a good gripping storyline.
I like kaithi over this.. no offense 🖐️"," Rated 3.0 out of 5, "
978,Shaik DAWOOD,4 months ago,This movie 🍿🍿 is very good nice to me and I will waiting for Vikram part 3 ok bye for this approach eti," Rated 5.0 out of 5, "
979,Murali S,a year ago,"Goosebumps in many scenes. Excellent come back of Kamalhassan Sir. Contribution of Fahadh, Vijaysethupathi & Suriya is awesome."," Rated 5.0 out of 5, "
980,Arunraj sekar,a year ago,"Kamal hassan what a role...
Awesome movie 
Lokie universe 
Nammalam marvels thambi
Rolex the mass 😎 
Waiting for vikram 3 , kaithi 2 ..."," Rated 5.0 out of 5, "
981,Bharath Kumar,a year ago,"Vera Level Movie Waiting For Part -2 Dilli, Vikram, Rolex.. Marana Mass Film No Missing In  Theater Experience Watch the Film VIKRAM  Exalent Direct Lokesh Kanakaraj"," Rated 5.0 out of 5, "
982,Apratim Roy,a year ago,Superb film by Kamal Hassan. Movie made for masses. Fahadh Faasil and Vijay Sethupati and Suriya were also good.," Rated 4.0 out of 5, "
983,Rocky 00,a year ago,"Paisa wasol 🔥
Master class 👏  movie . Must watch. Hat's off to entire vikram team."," Rated 5.0 out of 5, "
984,mahenthiran nadison,a year ago,One fine experience watching the Legend Sir Kamal and excellent co artist. Mind blowing screen play," Rated 5.0 out of 5, "
985,Sofia C J,a year ago,A must watch …. Love for Kamal will never die…. The best actor ever seen," Rated 5.0 out of 5, "
986,Polaki Praveen,a year ago,"Excellent movie, all the actors done their best , no words about their action, Last but not list Surya entery is awesome in Rolex"," Rated 5.0 out of 5, "
987,Nuthan Reddy,11 months ago,"After long time Kamal sir came back with nice and block blaster movie vikram nice acting and action episods are really fantastic and surya entry is mine blowing keka movie aithe 🍿🎥🎥🎥🍿 🍿🎥🎥🍿🎥🍿🎥🎥


Rating;-4.7/5"," Rated 4.0 out of 5, "
988,Rajesh Rajesh,a year ago,"Never ever expected this is movie 
Vikram after 30 years and each one actor's best acting 
                


Part 3 waiting 
                    Thank u"," Rated 5.0 out of 5, "
989,md shamim,a year ago,Nice muvi after a long time scene this kind of acting in hindi cinema not in bollywood is not a cup of cake for bolly great acting by Kamal sir...," Rated 5.0 out of 5, "
990,Anjali Parmar,a year ago,I love the most !  Its wonderful action flim .We are excited 2 Part of its movie," Rated 5.0 out of 5, "
991,bala vignesh,10 months ago,Happy to see every actor getting equal screen space. Blockbuster movie of this year. Waiting for the sequel..," Rated 5.0 out of 5, "
992,Nitin Sharma,a year ago,"Great plot, super performance by all. Music, direction and background score all make it a very good watch."," Rated 5.0 out of 5, "
993,Vik's dom,a year ago,"Awesome , fabulous story , awesome choreography . Great camera work. Action sequences are just unbelievable."," Rated 5.0 out of 5, "
994,Souravi Dutta,a year ago,A must watch. Acting action music special effects just fantastic. Highly recommend.," Rated 5.0 out of 5, "
995,Anupam Biswas,a year ago,"The movie is awesome,but not better than kaithi.The most beautiful part of this movie is the acting of Kamal Hassan, Vijay sethupathi and Fahadh Faasil.The story is simple but the way the director has shown this is superb.But I think the story could have been more impactful like kaithi.Although, waiting for Vikram 3."," Rated 1.0 out of 5, "
996,Ulaganathan Ganeshan,a year ago,"Violence unlimited.. At least 100 people die either to bullets or knife. 
The story also dies somewhere along the way .
Kamal, a fine actor, let's a rookie director dictate and the result is Mayhem."," Rated 3.0 out of 5, "
997,Nateesh Jamwal,a year ago,I haven't watched film but i will definitely going and the trailer was realy osom and i just say vikram carry on," Rated 4.0 out of 5, "
998,satarupa borkotoky,a year ago,"Superb, fantastic, splendid movie . 
Each character flawless acting. Surya’s entry was a cherry on the cake."," Rated 5.0 out of 5, "
999,Connect Church India,a year ago,This is one of the best film of Kamal Hassan. His acting is superb.story n action are fantastic.," Rated 5.0 out of 5, "
1000,sreenivas bhaskara,a year ago,Super movie worth to watch. Especially Surya entry is goosebumps. Fahid and Kamal sir acting is mind blowing.," Rated 5.0 out of 5, "
1001,RITHVICK SREE,11 months ago,NO.1 Tamil film ever made. Everyone made their roles the best they could do and the clash between the protagonist and antagonist in just awesome," Rated 5.0 out of 5, "
1002,naveen vr,a year ago,World class movie. Each character have done their best and Kamal Sir just ultimate as always.," Rated 5.0 out of 5, "
1003,Krunal Trivedi,a year ago,Kamal Hasan's acting is super duper... mind-blowing as always Vijay sethupathy is in different look and in last surya supeb..," Rated 5.0 out of 5, "
1004,Said Ali,a year ago,"It's an awesome movie mahn , lokesh you have done a magic in it , waiting for kaithi 2 
#Aandavar in style 🔥🔥"," Rated 4.0 out of 5, "
1005,Hamdan Rasool,7 months ago,The best action movie South India ever made. Only one thing to say what a movie superb," Rated 5.0 out of 5, "
1006,Rohan Sathasivam,a year ago,"Wonderful movie of Kamal after such a long time.. Being a childhood Kamal fan, it kind of makes me happy."," Rated 5.0 out of 5, "
1007,Santhi Vellu,a year ago,Super movie! Keeps you on the edge all the time! Exciting and exhilarating!," Rated 5.0 out of 5, "
1008,S Paul,a year ago,Superb movie with my layers. But missed on details. Not like part I movie Kaithi. Overall must watch movie.," Rated 4.0 out of 5, "
1009,David Jegan,a year ago,"Wow. What a movie. 
Great actors. Great acting. Great Music. Great direction. Worth watching. Will watch again for sure."," Rated 5.0 out of 5, "
1010,Kavin Kishore,a year ago,"NICE movie For Kamal after 4 Years 
Best movie of the 2022 for TamilNadu 
Movie community !!
Must watch movie!!"," Rated 5.0 out of 5, "
1011,Ashwin Parmar,a year ago,"Nice Story line with fab music.

Acting of sir kamalhasan and entry of king Surya also superb."," Rated 5.0 out of 5, "
1012,Pappu Singh,a year ago,Amazing movie of era…extraordinary scenes…all actors mass acting…all actors are become legendary…no words of hard working…god of acting kamal sir…😇🙏♾✅," Rated 5.0 out of 5, "
1013,s kumar s kumar,a year ago,"Excellent Cinematography
Stylish Stunt Choreography
Engaging Screenplay Strictly Enjoy the movie only in Digital Sound
Best Wishes to Logesh Team"," Rated 4.0 out of 5, "
1014,dinesh Navee,a year ago,"Watch khaithi before you watch vikram such a loki univers movie...non stop action thrill🔥🔥 movie with excellent script, screenplay...a must watch movie in tamil cenima...."," Rated 5.0 out of 5, "
1015,Varun Kumar,a year ago,This movie is the meaning of the thriller and action genre and is the reference book for all the directors of Indian cinema ... Lokesh Sir is a gift to the industry :)," Rated 5.0 out of 5, "
1016,Shobana D,a year ago,Worst picture. Promoting kanja and cocaine. Picture is taken with the aim of earning money without any social responsibility. The actors are also played with the same attitude.," Rated 1.0 out of 5, "
1017,nikhil bhilavade007,a year ago,"Jabardast Movie! The story keeps youhi hinged till the end. Kamal, Fahad, Vijay Sethupati and at the end Suryas Cameo.. just Mind-blowing!!"," Rated 5.0 out of 5, "
1018,Imad Kashif,a year ago,"I think its very unfair to compare this movie with any other movie in any industry.

Outstanding-Driection, Music, Action 10/10"," Rated 5.0 out of 5, "
1019,Usman Ahmed 7,a year ago,"Vikram 
Kamal hassan sir Action Black squad of gang Vera level blockbuster 
Fav black Mask face ghost like character Amar , Rolex sir like next thalapathy 67 in Eagle waiting 
Vikram pan indian mega blockbuster ❤️❤️"," Rated 5.0 out of 5, "
1020,Rohit Munagala,a year ago,Nice movie super movie. Recent time I enjoyed full movie. No boring music is awesome," Rated 5.0 out of 5, "
1021,Praveen JR,a year ago,"No drawback, from starting to end goosebumps 🔥🔥🔥🔥andavar till young in energy ❤️💯 every actors did awesome Nd energetic ,finally Rolex ( suriya ) ulti ❤️❤️❤️,BGM wins."," Rated 5.0 out of 5, "
1022,Jechonias Sushant,a year ago,A captivating storyline and screenplay for a Tamil film!!!! Well done!! Awaiting the next one ;)," Rated 5.0 out of 5, "
1023,border 1234,a year ago,Fast pack and wonderful acting by fahad. He brought the movie in a very nice pace.," Rated 5.0 out of 5, "
1024,Gayathri Bulusu,a year ago,"Out and out action movie with power packed performances from lokanayukuda Kamal , Surya, FaFa & Vijay Sethupati anirudh bgm is backbone of the movie it takes movie experience to next level"," Rated 5.0 out of 5, "
1025,mahendran .N,a year ago,Good action movie. I loved it . I think this is good movie than kgf 2," Rated 5.0 out of 5, "
1026,Arvind A,a year ago,"super movie must watch in theatre, the way he handled the screen play by bring in his kaithi character into Vikram was flow less and smooth, talking about the acting aspects Vijay sethu stole the show."," Rated 5.0 out of 5, "
1027,gouthi lal,a year ago,"Best of kamal sir. Hatsoff to lokesh. Rocking performance by vijaysethupathi, faasil & naren. Simply the best"," Rated 5.0 out of 5, "
1028,Ritesh Kumar,a year ago,"Absolute Stunner . Another Masteepiece by Lokesh , Breathtaking action sequence and mind boggling background music. Terrific ……"," Rated 5.0 out of 5, "
1029,Arun Krishnan,a year ago,One of the best movies. Better than KGF and RRR. Really loved it.," Rated 5.0 out of 5, "
1030,Sindhu Sivasubramanian,a year ago,Must watch. Kamal’s performance and on-screen presence is an emotion that has to be felt!!❤️," Rated 5.0 out of 5, "
1031,Deepa Dinesh,a year ago,Congrats Kamal for getting an opportunity to act Asa a hero in this film and thanks to lokesh for gifting such a vikramic film to us.," Rated 5.0 out of 5, "
1032,Rohit Singha,11 months ago,"Great and superb movie!! Must watch one. Story line, music and direction all great👍👍"," Rated 5.0 out of 5, "
1033,Akhil Appus,a year ago,First experience that shocked with mind blowing bgm with unexpected fight scenes and action.. great movie     ," Rated 5.0 out of 5, "
1034,NIRANJAN,a year ago,Best. Super hot movie in this century currently. Hats off to Lokesh kanakaraj .😈  ," Rated 5.0 out of 5, "
1035,steve stephen,a year ago,"Great director lokkiii....really no one here , loki is entertainer and given many news for against drugs . Really good director in tamil filim pls support everyone..."," Rated 5.0 out of 5, "
1036,Suneer K,a year ago,"Worth watch. Stunning performance by Kamal, fahed and Vijay sethupathi. Superb direction and camera."," Rated 3.0 out of 5, "
1037,Gayathri Varadarajan,11 months ago,This movie was awesome! Don’t listen to the haters.. very well made and interesting plot!," Rated 5.0 out of 5, "
1038,Sivaramulu Urisivaramulu,a year ago,Vikram movie super and blog buster kamalasn very good acter action senes fantastic mind blowing movie 3 times watching blog buster movie first song super steps," Rated 5.0 out of 5, "
1039,Sagar Mane,a year ago,Awesome... Superb story... Wonderful Direction... Mind Blowing Action... Fantastic Performances... Complete Paisa Vasool Thriller...," Rated 4.0 out of 5, "
1040,Nara Yanan,a year ago,Iam do watch this film is obviously different because lokesh kanagaraj sir story are different because he his admire ulaganayagan Kamal sir.iam wish do very luck to pan india this film," Rated 5.0 out of 5, "
1041,Vipul Kumar,a year ago,"For the first time in my life I have seen such a wonderful film, my salute to director Lokesh Kanak Raj"," Rated 5.0 out of 5, "
1042,Sumit Kumar Agrawal,a year ago,It’s a blockbuster. Every second of it is a masterpiece. Maja aa gaya. So we’ll designed and perfectly executed..," Rated 5.0 out of 5, "
1043,Abishek Vp,a year ago,"Ulaganayagan is back with a bang
Lokesh nailed it
Surya’s fantastic acting
VJs excellent performance 
Overall movies is Vera level"," Rated 4.0 out of 5, "
1044,Arnold Richard,a year ago,Awesome film full of mystery and thrill twist one after another till last asweome 👌👌 Worth watching even 2-3 times," Rated 5.0 out of 5, "
1045,SANTHOSH SOMAN,a year ago,Kamal Hassan... fahadh faasil... Vijay Sethupathi... Surya .. Ohh what a treat to watch these mass stars.. Awesome movie...," Rated 5.0 out of 5, "
1046,Sudheer Naidu,a year ago,Good action movie....best to watch all top notch performers in one movie...Action sequences are highlight of this movie... Anirudh at his BGM," Rated 5.0 out of 5, "
1047,M RAMESH,2 months ago,Vikram movie is tamil cinema movies in vikram movie is first greatest movie in the world in vikram movie surya is come only 2 or 3 min syrya very very goosebumps and super movie in the world," Rated 5.0 out of 5, "
1048,Vishnu Yanu,a year ago,"This is perfect fan boy treat. perfect examples for ""Age is just number"". ""once upon time he lived ghost"""," Rated 5.0 out of 5, "
1049,Prannoy Kumar,a year ago,Complete entertainment. Best interval block in Tamil cinema in a long time. LKU is coming hot," Rated 5.0 out of 5, "
1050,GOWTHAM R,a year ago,This movi very very super my one of the first mass movie is my family and friends good is movie my ster this movie five my family ster five my friend ster five thank you google," Rated 5.0 out of 5, "
1051,diya sharma,a year ago,Amazing moive story line something different I loved it south moives are always good 👍👍 I wish Vikram part 2 vll come ...," Rated 5.0 out of 5, "
1052,NarasimhaKarthieesan MGS,a year ago,"Offlate in Tamil movies action sequences have become unrealistic, should have more natural action sequences, but, the message Kamal conveys during his conversation with his team mates is very impressive and need of the hour, not a single word of the 2 minute dialogue can be undermined, overall a big bang return for Kamal after a long break"," Rated 4.0 out of 5, "
1053,Shivakumar Awanti,a year ago,"The Best Movie was seen so far. I am very much Impressed, the acting of Kamal Hasan"," Rated 5.0 out of 5, "
1054,Amaranath Shetty,a year ago,Wonderful movie. Everyone character in this movie is awesome. A message oriented movie. Action packed. Some comedy too😂," Rated 5.0 out of 5, "
1055,Selva Kumar,a year ago,Amazing film every one should watch it in theatre. Sure shot thrilling n suspense movie.," Rated 5.0 out of 5, "
1056,J S,a year ago,Vikram is not good as KGF and pushpa because less entertainment in this movie Vikram is boring movie in first half only Vijay setupati save the film don't watch with family they will be bored," Rated 3.0 out of 5, "
1057,Tharukkshi V,a year ago,Such a great comeback from my fav actor! and damn- the side actors also did a great job!!," Rated 5.0 out of 5, "
1058,Gurubaran Dhandapani,a year ago,"Can't better than this! Hats Off!

Andavar's Another Impeccable Avatar!"," Rated 5.0 out of 5, "
1059,Jude Mithushan,a year ago,"Such a wonderful movie usually I don’t leave review for any movie but this one is special 
It’s damn special"," Rated 5.0 out of 5, "
1060,Jotirmoy Pati,11 months ago,"great acting by everyone. great story great action great ending. great start.
waiting for the second part"," Rated 5.0 out of 5, "
1061,yuvaraj Alagarasan,a year ago,Swag comeback by Ulaganayagan...many questioned about the future of Tamil cinema !! After watching rrr and kgf ..now we got an answer for that... Kollywood is a goat ever..," Rated 5.0 out of 5, "
1062,Habib Noh,a year ago,Good narrative and build up till the 2nd half of the movie which could have been fine tuned otherwise the film is a family entertainer and packed with explosive scenes.," Rated 3.0 out of 5, "
1063,Lima Jamir,a year ago,"Enjoyed watching this movie with family n friends, full action.. Love it 👍 no regrets 🤘🏻"," Rated 4.0 out of 5, "
1064,Armaan Gulati,a year ago,"Kamal Haasan ... You beauty 
Vijay setupati at his best
And Surya is like topping ...  At last 
Perfect ❤️🔥"," Rated 5.0 out of 5, "
1065,Monnish Ish,a year ago,People taking about kgf and Rrr but Vikram is the best scripted indian movie I have ever scene ..story + mass action," Rated 5.0 out of 5, "
1066,Surya Ram Kumar,a year ago,"Worth watch movie... Amazing acting by KH, VS and FF and superb screenplay... Ani was master blaster!"," Rated 5.0 out of 5, "
1067,Jayanthi Lazar,a year ago,Nice movie super act from kamala sir  and all actors and last actor  surya was so scared 😱  nice performance  to  all," Rated 5.0 out of 5, "
1068,Shaid Mahamud,a year ago,Love this film. Very interesting story with lot of action. Love it.," Rated 5.0 out of 5, "
1069,Ralf Ravi,a year ago,Such à waste movie.No story at all.No logic at all.Lot of fighting séquence frm beggining till end.Kamal's collègue been shoot death be alive back.This century using cannon.Make audience fool.3hrs waste," Rated 1.0 out of 5, "
1070,RIJO KUNJUMON,a year ago,Love it. Everyone performed to their level best. Enjoyed it a lot ❤👌," Rated 5.0 out of 5, "
1071,kvkanth kvkanth,a year ago,I like this film andavar is awesome each and every character is good Rolle climax is too much awesome Rolex oh my god," Rated 5.0 out of 5, "
1072,Natraj Ganesan,a year ago,"Awesome performance done  by everyone!
Kamal sir's acting was excellent especially his eyes were lit...."," Rated 5.0 out of 5, "
1073,antony joseph,a year ago,"Fantastic job done by the 3 monsters and finally Rolex entry vera levelllll
.Must watch action sequel Lokesh’s creations.."," Rated 5.0 out of 5, "
1074,sara vanan,a year ago,Sirapana taramaane sambavam.. as I am a fan boy of aandavar.. he kills each and every single moves in movie.. screenplay was fantabulous.. direction of Loki 🔥 last but not list Surya Sir 🔥 waiting for next Dilli Vikram Rolex entry..," Rated 5.0 out of 5, "
1075,MIZAN ISLAM,a year ago,Only drawbacks poor editing and story telling.. Unnecessarily complicating.. Story not synced the way it should have done in 3 hours long movie.," Rated 3.0 out of 5, "
1076,Jay .S. Meena,a year ago,"Vikram is Masterpiece Film 🎥
Amazing screenplay and story
Casting are very satisfied...
All 3 lead Actor seen like superstar...🔥"," Rated 5.0 out of 5, "
1077,raghu ram,a year ago,The movie has very good screeplay and dept in the story line. The actors are did very good job.," Rated 5.0 out of 5, "
1078,Komal Sharma,a year ago,Every minute was worth watching.  Kamal Hasan back with bang.  Agent Tina scene was awesome.," Rated 5.0 out of 5, "
1079,althaf jamal,a year ago,One of the best movies ever. The making the acting the music.. 🔥 every scene and every character is given equal importance.," Rated 5.0 out of 5, "
1080,Ravikant Kashibhatla,a year ago,Simply just breath taking. Kamal Hassan Sir is a superstar for a reason. What a come back," Rated 5.0 out of 5, "
1081,yogesh singh,3 months ago,"The best movie ever I have seen:-
2/10 For actions sequence 
2/10 For story telling 
2/10 For cameo of Suriya
2/10 For Music by Anirudh
1|/10 For LCU {as Leo is on the way}"," Rated 5.0 out of 5, "
1082,Rahul Kumar,a year ago,I m just say after watching this ironic movie great screen play great direction awesome action and unique story just say only wow wow and," Rated 5.0 out of 5, "
1083,shan juti,10 months ago,Very good action movie. The presentation was superb. 3 hours doesn't feel much while watching it.," Rated 5.0 out of 5, "
1084,Girish Chunara,a year ago,"Fire movie.
Don't Miss it..
Super Duper Hit...
All star in fire 🔥🔥🔥🔥🔥.
Suriya sir sorry Rolex sir are 🔥🔥🔥🔥....

Hindi audience please must watch movie.."," Rated 5.0 out of 5, "
1085,Fun with Food,a year ago,"Anna after such a long time delivered a massive entery .
Good story good approach everything was good full of action and masala pack 🎥🍿🍿!!"," Rated 5.0 out of 5, "
1086,Jeeva Selva,a year ago,blockbuster of 2022.. Kamal Sir rocking performance.vjs and fb doing good job..lokesh once again prove that he is brilliant director," Rated 5.0 out of 5, "
1087,giresh kumar,a year ago,Nice film all character done well.kamal awsome acting everything matched our expectations.  Must watched movies in theaters," Rated 5.0 out of 5, "
1088,419 27Rajesh,a year ago,"Super movie bro 
KAMAL HASSAN-natural acting
Vijay sethupathi-and is best
Fahad fasil-class acting 
Surya-main villain intro best bro 
Overall review for vikram is mass"," Rated 5.0 out of 5, "
1089,Mohamed Azad,a year ago,That's one masterpiece of a movie. Will keep u entertained and focused every second!," Rated 5.0 out of 5, "
1090,Dr.Mohanraj Pediatrician,a year ago,Average movie . I don't know why there was so much hype since trailer. Aracha maave aracha. Connection with other movies doesn't work .," Rated 2.0 out of 5, "
1091,Nanda Vihari S,a year ago,Superb movie and casting. There is nothing to comment about acting.. everyone nailed it," Rated 5.0 out of 5, "
1092,Nithish Kunder,a year ago,"Watch this disaster movie keeping aside your brain and logic .
I have heard in Tamil Nadu it has crossed 100 crore .
Laughable 😂"," Rated 1.0 out of 5, "
1093,Champana Ananth,a year ago,Love d movie fabulous acting by al actors and the twist in d end just ossum waiting for part 2," Rated 4.0 out of 5, "
1094,Biswajit behera,a year ago,The best ever actions thriller and mysterious movie. Believe me it's actions and dialogs are more powerful than kgf chapter 2," Rated 5.0 out of 5, "
1095,Yash Shaikh,a year ago,One of the best Story line / action/ acting & Drama i had seen in a long time should not miss this .....," Rated 5.0 out of 5, "
1096,Abhishek Mishra,a year ago,Action and acting was too good. Story and star cast is absolutely fit for each other.," Rated 5.0 out of 5, "
1097,Sri Audio,a year ago,"Very poorly put up movie ,just watch it in case you have ample free time .Too many logic loopholes and limited performances .Overall the music elevates the movie beyond what it is , an average movie at best ."," Rated 1.0 out of 5, "
1098,Yashuwanth M,a year ago,"Compilation of stars..
Kamal hassan comeback..fafa as usual rocking, vjs great performance.. lot of loki surprise.. and ofcourse the climax 🔥🔥"," Rated 5.0 out of 5, "
1099,Jithin Godfrey,2 days ago,"Not a great movie. One time watch. FaFa, Kamal and Sethupathi deliver. What doesn't work is the direction. Lack of editing etc"," Rated 3.0 out of 5, "
1100,Shivaji Natarajan,a year ago,Top notch.. #kamal .. A man of highest calibre.. An international prodigy.. Just go.. Watch.. Enjoy..," Rated 5.0 out of 5, "
1101,Surya R,a year ago,Greatest comeback in cinema industry as far as I know and it's from none other than the great Kamal Haasan!," Rated 5.0 out of 5, "
1102,A. Rahman,a year ago,Every one brilliant performance . Last climax 5min next level Rolex sir goosbumps performance BGM is goosebumps 🔥 overall Industry hitt movie🔥🤩🔥🤩," Rated 5.0 out of 5, "
1103,jaison kuruvilla,3 months ago,One of the best Action Thriller. Direction surpasses the expectations. Superb," Rated 5.0 out of 5, "
1104,Parameswaran Soundararajan,a year ago,"Only for Fahad fazil acting, Direction is average. Too much unnecessary scenes. Eg, Youtubers in Marriage scene is really unwanted stops the flow of the film and irritating."," Rated 2.0 out of 5, "
1105,Mohamed Khan,a year ago,A brilliant experience! A very long-awaited wait for the legend. Delivered to perfection!," Rated 5.0 out of 5, "
1106,Aa R,9 months ago,ultimate action in this movie  soo good didn’t have high hopes but after the movie i was very impressed," Rated 5.0 out of 5, "
1107,anytime fitness,a year ago,Great Hype ...but Just ok....so much loop holes .... Expected more .. Getting less ..rest All Actors are legend .. highly respected ... But movie can be better :)," Rated 2.0 out of 5, "
1108,Ruth Marie,a year ago,This is Murder Porn! Horrible horrible...Gory and Everything that is wrong with this world. Please stay away...this must of been sponsored by the NRA...," Rated 1.0 out of 5, "
1109,Ranga Kanapathy,a year ago,Super crime thriller… next generation movie… very happy for the entire crew… Kamal rocks 👏," Rated 5.0 out of 5, "
1110,Sundar K,a year ago,"Such a waste of time, only drug mafia gang war, unbelievable fights with a child with heart problem, and so much violence, murders, just to say abuse of drugs to be stopped. What a joke?"," Rated 2.0 out of 5, "
1111,Mani Arya,a year ago,"Terrific performance from the lead actors 
Brilliant execution from the Man Lokesh Kanagaraj 
Bring it on Lokesh 
#Khaidi 2
#Vikram 2
#Rolex Story
#Possible Vikram Grandson Spinoff"," Rated 5.0 out of 5, "
1112,Sahil Bansal,5 months ago,powerful actions. Much better than Bollywood actions.  Kamal sir rocked it," Rated 5.0 out of 5, "
1113,Saravanakumar Nagaraj,a year ago,Good one on Blockbuster and Action segment. BGM is the ultimate thing to drive the movie.," Rated 5.0 out of 5, "
1114,Rajabhaksha Ningapur,a year ago,"Super movie KAMAL HOSSAIN FAHAD FAADIL, VIJAY SETHUPATHY,AND last entry of SURYA is super and BGM is very very very GOOD SUPER"," Rated 5.0 out of 5, "
1115,Jay nepal,a year ago,It's great work to collaborate with four superstar.No words ..Each and everyone showed their acting skill.Hats off🙏🙏," Rated 4.0 out of 5, "
1116,Moghit Prakash,a year ago,"One of the best movie in Tamil cinema 
Verala level lokesh Anna I am waiting for Thalapathy 67"," Rated 5.0 out of 5, "
1117,subham s,a year ago,great work lokesh🔪 and team its fentastic action thriller movie i ever seeits more thn good kgf and rrr," Rated 5.0 out of 5, "
1118,jagdish kavad,a year ago,"Good movie with pure suspense... Again a class south movie.. 


Ready for part 2 with surya!!"," Rated 5.0 out of 5, "
1119,V V,10 months ago,Does not live up to the hype! Actors are part of movie. Here Movie is part of actor. Unnecessary heroism!," Rated 2.0 out of 5, "
1120,5522 Tamil Arasu,a year ago,"awesome film . lokesh is gonna rocking.
waiting for the next film"," Rated 5.0 out of 5, "
1121,Vishnu Raj,a year ago,What a wonderful movie.. Kamal back with bangggg.. Andavarea.. you have given big biriyani treat after four years.," Rated 5.0 out of 5, "
1122,Archana Ganeshkumar,a year ago,Best tamil film 100% recommended! Best action package I recommend u more to watch on theatre!!!!," Rated 5.0 out of 5, "
1123,Yashank Sakhardande,8 months ago,Solid cinematography. Vijay sethupathy is amazing. Must watch for him.," Rated 5.0 out of 5, "
1124,Sony Murari,a year ago,Superb acting kamalahasan garu ...this is 45th time iam watching... seriously superb...i loved a lot," Rated 5.0 out of 5, "
1125,GTA V Univers,11 months ago,Such a wonder full movie I didn't watch like this movie . so thank your Mr.lokeshkanagaraj," Rated 5.0 out of 5, "
1126,Raja Ayyappa,a year ago,"Not as a fan, but movie is worth every penny spent. It is unofficial sequel for Khaidi. Welcome to Loki's world of madness."," Rated 5.0 out of 5, "
